round,n_scans,n_tempered_restarts,global_barrier,global_barrier_variational,last_round_max_time,last_round_max_allocation,stepping_stone
1,2,0,1.7763568394002505e-15,4.440892098500626e-16,1.240321541,6.3221552e7,-6.661338147750939e-16
2,4,0,4.440892098500626e-16,5.551115123125783e-16,0.229665381,9.448432e6,-1.6653345369377348e-16
3,8,0,8.881784197001252e-16,5.551115123125783e-16,0.018826387,570512.0,3.3306690738754696e-16
4,16,8,4.440892098500626e-16,5.551115123125783e-16,0.038809505,1.170768e6,2.220446049250313e-16
5,32,24,1.1102230246251565e-15,8.881784197001252e-16,0.074431807,2.137536e6,2.220446049250313e-16
6,64,41,7.771561172376096e-16,1.1721380992887178,1.282022812,8.7251688e7,0.01049495007683543
7,128,85,6.661338147750939e-16,1.102382951083079,0.987114726,6.513416e7,0.025611062785364513
8,256,178,5.551115123125783e-16,1.2776349634046196,0.840247855,1.28333024e8,-0.13259992262218523
9,512,327,1.1102230246251565e-15,1.5414585778040324,1.899388049,2.68711344e8,-0.006899291053537926
10,1024,689,1.2212453270876722e-15,1.407764124803482,3.63552229,5.34780016e8,0.05920852221907236
