url_path,views_total,views_unique
/Julia-Tempering/InferenceReport.jl,1,1
/Julia-Tempering/InferenceReport.jl/actions/runs/19249123979/workflow,1,1
/Julia-Tempering/InferenceReport.jl/tree/rm-plots-dep,1,1
