url_path,views_total,views_unique
/Julia-Tempering/InferenceReport.jl,1,1
/Julia-Tempering/InferenceReport.jl/actions,1,1
/Julia-Tempering/InferenceReport.jl/actions/runs/14766106111/job/41457775341,1,1
/Julia-Tempering/InferenceReport.jl/actions/runs/14766106111/workflow,1,1
/Julia-Tempering/InferenceReport.jl/actions/runs/19249123979/workflow,1,1
/Julia-Tempering/InferenceReport.jl/actions/workflows/github-repo-stats.yml,1,1
/Julia-Tempering/InferenceReport.jl/issues,1,1
/Julia-Tempering/InferenceReport.jl/pulls,1,1
/Julia-Tempering/InferenceReport.jl/tree/refs/heads/main,1,1
/Julia-Tempering/InferenceReport.jl/tree/rm-plots-dep,1,1
