round,n_scans,n_tempered_restarts,global_barrier,global_barrier_variational,last_round_max_time,last_round_max_allocation,stepping_stone
1,2,0,4.440892098500626e-16,,0.361739894,2.9820306e7,-6.661338147750939e-16
2,4,0,0.0,,0.005072958,111392.0,3.3306690738754696e-16
3,8,0,0.0,,0.01033748,217792.0,4.440892098500626e-16
4,16,4,1.5543122344752192e-15,,0.020988541,430224.0,0.0
5,32,12,1.5543122344752192e-15,,0.038915301,711392.0,-4.440892098500626e-16
6,64,8,1.7230685060612965,,0.44221835,4.9188938e7,0.7486646985740621
7,128,20,1.3613100879288171,,0.336056315,5.8317808e7,-0.17150344111944782
8,256,51,1.2500395559914317,,0.749864279,1.2028072e8,-0.15746275429314593
9,512,101,1.1561587959249948,,1.341840994,2.29616e8,-0.03904104840079414
10,1024,167,1.48023218918939,,2.892840259,4.91900128e8,0.022091653206380624
